,A_MARITL,A_SEX,A_HGA,A_AGE,PEAFEVER,PEARNVAL
76696,7,1,40,19,2,1500
76697,4,2,39,70,2,0
76698,7,2,40,22,2,38000
76699,5,2,39,43,2,30000
76700,7,2,37,17,2,27000
76701,5,2,44,47,2,65000
76702,7,2,39,23,2,85000
76703,7,2,0,13,-1,0
76704,5,2,40,63,2,0
76705,7,2,40,34,2,40000
76706,7,1,0,11,-1,0
76707,7,2,0,9,-1,0
76708,1,1,43,40,2,83000
76709,1,2,43,37,2,36000
76710,5,2,46,50,2,0
76711,7,1,39,19,2,0
76712,7,1,37,17,2,0
76713,7,1,35,15,-1,0
76714,5,2,43,51,2,10000
76715,7,2,40,46,2,17000
76716,7,1,39,19,2,0
76717,7,2,39,19,2,0
76718,7,2,39,19,2,7000
76719,1,2,40,67,2,0
76720,1,1,41,67,1,0
76721,5,1,40,62,2,30848
76722,1,1,40,54,1,75000
76723,1,2,40,53,2,0
76724,6,2,39,75,2,0
76725,1,2,43,42,2,43000
76726,1,1,43,44,2,50000
76727,7,1,0,12,-1,0
76728,7,2,0,10,-1,0
76729,1,2,40,50,2,0
76730,1,1,39,47,2,30000
76731,7,1,39,18,2,0
76732,4,2,39,78,2,0
76733,7,1,40,69,2,0
76734,5,1,39,66,2,0
76735,1,2,43,73,2,17885
76736,1,1,39,69,2,0
76737,1,1,41,37,2,90000
76738,1,2,41,33,2,46000
76739,7,1,0,8,-1,0
76740,1,2,43,52,2,0
76741,1,1,43,55,1,0
76742,7,1,40,19,2,0
76743,7,2,35,16,-1,0
76744,6,2,39,66,2,0
76745,5,2,37,37,2,1000
76746,7,1,0,11,-1,0
76747,7,2,0,9,-1,0
76748,1,1,39,71,1,58000
76749,1,2,37,70,2,16500
76750,7,2,43,26,2,21978
76751,7,1,39,34,2,22500
76752,7,1,0,10,-1,0
76753,1,1,41,48,2,65000
76754,1,2,41,44,2,45000
76755,7,1,39,18,2,44000
76756,5,1,43,50,2,45000
76757,1,2,44,53,2,70000
76758,1,1,40,52,1,70000
76759,7,2,42,39,2,30000
76760,1,1,36,41,2,25000
76761,1,2,41,36,2,4000
76762,7,1,0,11,-1,0
76763,7,2,0,8,-1,0
76764,5,2,34,41,2,0
76765,7,2,36,16,-1,0
76766,5,1,39,45,2,22000
76767,2,2,43,26,1,0
76768,1,1,43,32,-1,60000
76769,7,2,40,19,2,57000
76770,4,2,40,41,2,150000
76771,7,2,37,17,2,0
76772,1,2,39,69,2,50000
76773,1,1,40,60,2,60000
76774,7,2,39,33,2,0
76775,7,1,40,25,2,9000
76776,4,2,40,41,2,10000
76777,7,2,37,17,2,0
76778,1,1,39,61,2,30000
76779,1,2,42,57,2,40000
76780,4,1,39,78,2,0
76781,7,1,39,38,1,40000
76782,5,2,40,39,2,60000
76783,1,2,42,57,2,0
76784,1,1,42,53,2,101000
76785,7,2,36,17,2,0
76786,1,1,43,45,2,80000
76787,1,2,44,46,2,110000
76788,7,2,0,13,-1,0
76789,7,1,0,12,-1,0
76790,7,1,40,27,2,65000
76791,1,1,43,58,2,70000
76792,1,2,39,52,2,0
76793,7,1,0,14,-1,0
76794,1,1,43,32,2,66000
76795,1,2,42,32,2,7560
76796,7,2,0,8,-1,0
76797,7,2,0,7,-1,0
76798,7,1,43,27,2,90000
76799,6,2,39,29,2,53049
76800,7,1,0,7,-1,0
76801,7,2,0,2,-1,0
76802,1,1,42,58,2,58000
76803,1,2,42,66,2,0
76804,1,2,44,41,2,0
76805,1,1,43,61,2,0
76806,1,2,44,49,2,35002
76807,1,1,41,55,2,28200
76808,7,2,43,54,2,40000
76809,4,1,46,79,1,30000
76810,1,2,40,52,2,0
76811,1,1,41,54,2,52000
76812,7,1,0,5,-1,0
76813,7,1,0,4,-1,0
76814,1,2,43,52,2,0
76815,1,1,39,54,2,35200
76816,7,2,37,16,-1,1600
76817,7,2,34,15,-1,0
76818,3,2,36,21,2,0
76819,1,2,35,36,2,0
76820,1,1,35,35,2,48000
76821,7,2,36,16,-1,0
76822,1,1,39,30,2,29000
76823,1,2,40,28,2,0
76824,7,1,0,4,-1,0
76825,7,1,0,0,-1,0
76826,1,1,39,37,2,62000
76827,1,2,43,33,2,32000
76828,7,2,0,1,-1,0
76829,7,2,43,27,2,68000
76830,1,1,43,62,2,70000
76831,1,2,43,50,2,90000
76832,1,2,39,80,2,0
76833,1,1,39,64,2,0
76834,7,2,40,32,2,0
76835,7,2,0,12,-1,0
76836,7,2,0,8,-1,0
76837,1,2,39,45,2,75000
76838,1,1,39,49,2,60000
76839,1,1,39,57,1,67000
76840,1,2,39,57,2,50000
76841,7,1,42,23,2,35000
76842,1,1,40,24,2,40000
76843,1,2,40,32,2,0
76844,1,1,43,49,1,185000
76845,1,2,43,48,2,100000
76846,7,1,35,16,-1,0
76847,7,1,0,14,-1,0
76848,1,1,38,51,2,32000
76849,1,2,42,53,1,40000
76850,7,2,37,17,2,0
76851,4,2,42,80,2,0
76852,5,1,39,61,2,30000
76853,1,2,39,73,2,0
76854,1,1,39,79,2,0
76855,1,1,43,29,2,120000
76856,1,2,43,29,2,60000
76857,7,2,0,3,-1,0
76858,7,1,0,0,-1,0
76859,4,2,42,76,2,0
76860,1,1,41,38,2,125000
76861,1,2,43,61,2,60000
76862,1,1,39,77,1,0
76863,1,2,39,75,2,0
76864,7,2,43,30,2,148000
76865,1,1,43,70,1,0
76866,1,2,44,71,1,0
76867,7,1,39,31,2,0
76868,7,2,0,6,-1,0
76869,1,2,42,66,2,0
76870,1,1,42,72,2,0
76871,1,2,44,67,2,0
76872,1,1,44,68,2,0
76873,6,2,43,47,2,120000
76874,7,2,43,23,2,46000
76875,7,2,40,19,2,0
76876,5,2,40,66,2,13000
76877,4,2,39,85,2,0
76878,7,2,43,24,2,0
76879,1,1,40,60,2,37581
76880,1,2,42,56,2,55000
76881,5,2,40,42,2,18000
76882,7,2,39,16,-1,0
76883,7,1,0,0,-1,0
76884,1,2,39,69,1,0
76885,1,1,39,80,1,0
76886,7,1,37,42,2,34000
76887,4,2,43,85,2,0
76888,1,2,43,46,2,0
76889,1,1,43,45,2,100000
76890,7,1,43,27,2,40000
76891,5,1,43,50,2,85000
76892,7,2,39,18,2,9500
76893,7,1,39,19,2,38000
76894,7,2,39,34,2,17000
76895,5,2,39,51,2,0
76896,5,1,46,52,2,0
76897,1,1,44,49,1,0
76898,1,2,44,49,2,40000
76899,5,2,44,46,2,44000
76900,6,2,35,15,-1,0
76901,1,1,43,53,2,89000
76902,1,2,43,51,2,55000
76903,7,2,39,22,2,35000
76904,7,1,39,20,2,41600
76905,1,1,43,62,1,50000
76906,1,2,42,65,2,0
76907,1,2,39,72,2,0
76908,1,1,40,74,2,0
76909,1,2,39,54,2,0
76910,1,1,39,51,2,45000
76911,7,2,38,23,2,0
76912,7,1,36,21,2,11000
76913,4,2,39,85,2,0
76914,1,1,43,28,2,80000
76915,1,2,43,28,2,35000
76916,7,1,0,1,-1,0
76917,1,1,43,75,2,40000
76918,1,2,44,72,2,0
76919,1,1,40,38,2,64000
76920,1,2,39,38,2,30000
76921,1,2,43,40,2,0
76922,1,1,40,42,2,150000
76923,7,1,0,10,-1,0
76924,7,1,0,9,-1,0
76925,7,1,0,7,-1,0
76926,1,1,39,29,2,40000
76927,1,2,40,33,2,80000
76928,5,2,39,44,2,5000
76929,7,2,34,15,-1,0
76930,7,2,0,9,-1,0
76931,7,1,42,41,2,60000
76932,7,2,0,6,-1,0
76933,7,2,0,5,-1,0
76934,7,2,40,29,2,4000
76935,1,1,40,46,2,55000
76936,1,2,42,47,2,45000
76937,1,1,43,38,2,141000
76938,1,2,43,35,2,0
76939,7,2,0,5,-1,0
76940,7,1,0,2,-1,0
76941,7,1,0,0,-1,0
76942,1,1,44,40,2,40000
76943,1,2,43,42,2,60000
76944,1,2,43,45,2,0
76945,1,1,43,47,2,71000
76946,7,1,40,21,2,3600
76947,7,1,36,17,2,0
76948,7,1,0,13,-1,0
76949,4,2,39,72,2,0
76950,7,1,39,36,2,0
76951,5,1,39,71,1,0
76952,4,2,39,85,2,0
76953,1,1,43,58,1,80000
76954,1,2,44,57,2,85000
76955,7,2,43,25,2,7250
76956,5,2,39,47,2,69000
76957,5,1,39,74,1,0
76958,1,1,39,61,2,0
76959,1,2,39,59,2,17000
76960,1,1,46,50,2,340000
76961,1,2,43,47,2,0
76962,7,1,0,7,-1,0
76963,7,1,0,7,-1,0
76964,1,1,43,47,2,150000
76965,1,2,43,47,2,75000
76966,7,1,35,16,-1,0
76967,7,2,0,7,-1,0
76968,1,1,42,34,1,100000
76969,1,2,42,36,1,0
76970,7,1,0,8,-1,0
76971,7,2,0,6,-1,0
76972,1,1,46,69,1,0
76973,1,2,41,70,2,0
76974,5,2,39,48,2,34000
76975,7,1,37,18,2,300
76976,1,2,44,36,2,90000
76977,1,1,44,36,2,160000
76978,7,2,0,10,-1,0
76979,7,2,0,7,-1,0
76980,7,1,0,2,-1,0
76981,1,1,40,29,2,65000
76982,1,2,39,34,2,32000
76983,1,1,44,59,1,19000
76984,1,2,46,54,2,59000
76985,7,2,43,33,2,40000
76986,7,1,40,22,2,17000
76987,5,2,41,54,2,0
76988,7,1,39,19,2,0
76989,1,1,43,41,2,55000
76990,1,2,43,38,2,55000
76991,7,2,0,8,-1,0
76992,7,1,0,3,-1,0
76993,2,2,43,46,2,0
76994,1,1,41,48,-1,66000
76995,7,2,36,16,-1,0
76996,7,1,0,14,-1,0
76997,7,2,0,11,-1,0
76998,7,2,0,3,-1,0
76999,5,1,39,64,2,39000
77000,2,2,40,30,1,0
77001,1,1,42,40,-1,82000
77002,7,1,0,5,-1,0
77003,7,2,0,1,-1,0
77004,7,2,39,85,2,30000
77005,7,2,44,69,1,0
77006,5,1,42,49,2,40000
77007,5,2,44,47,2,37000
77008,1,2,39,20,2,12000
77009,1,1,39,22,2,0
77010,7,1,0,1,-1,0
77011,7,1,39,24,2,0
77012,7,2,39,27,2,60000
77013,7,1,0,5,-1,0
77014,1,1,34,35,2,55000
77015,1,2,34,29,2,0
77016,7,1,0,12,-1,0
77017,7,2,0,5,-1,0
77018,7,2,0,4,-1,0
77019,7,1,0,3,-1,0
77020,1,2,35,36,2,25000
77021,1,1,33,41,2,25000
77022,7,2,0,14,-1,0
77023,7,2,0,13,-1,0
77024,7,1,0,2,-1,0
77025,4,2,37,85,2,0
77026,6,2,42,60,2,0
77027,7,2,43,37,2,28000
77028,7,2,39,34,2,0
77029,7,2,43,52,2,37000
77030,5,2,35,80,2,0
77031,7,1,39,59,2,0
77032,7,2,37,19,2,3000
77033,4,2,35,85,2,0
77034,1,2,39,39,2,40000
77035,1,1,34,39,2,0
77036,7,2,36,17,2,0
77037,7,2,37,78,2,0
77038,4,2,35,66,2,0
77039,1,1,37,59,2,0
77040,1,2,37,61,2,0
77041,6,1,36,39,2,22000
77042,7,1,39,40,2,42000
77043,7,2,40,31,2,4500
77044,7,1,0,13,-1,0
77045,7,1,0,5,-1,0
77046,7,2,0,4,-1,0
77047,5,1,42,67,2,0
77048,5,1,40,51,1,49000
77049,7,2,40,28,2,0
77050,7,2,0,0,-1,0
77051,7,1,38,23,2,25000
77052,7,1,39,40,2,70000
77053,6,2,41,43,2,39000
77054,7,2,39,20,2,0
77055,7,2,35,16,-1,0
77056,7,1,0,12,-1,0
77057,7,1,39,47,2,0
77058,5,1,39,85,1,27000
77059,7,2,39,52,2,24000
77060,7,2,37,85,2,0
77061,7,1,38,38,1,30000
77062,7,2,35,39,2,1500
77063,7,2,0,14,-1,0
77064,7,2,37,33,2,0
77065,7,2,0,8,-1,0
77066,5,1,37,65,2,18000
77067,7,1,39,23,2,33000
77068,7,1,39,29,2,30000
77069,7,2,0,11,-1,0
77070,7,2,0,6,-1,0
77071,5,2,39,27,1,0
77072,6,2,39,63,2,0
77073,5,2,40,72,2,0
77074,7,1,36,18,2,11000
77075,7,1,35,17,2,0
77076,4,1,35,79,1,0
77077,4,2,39,80,2,0
77078,7,2,0,14,-1,0
77079,7,1,0,13,-1,0
77080,1,2,39,35,2,22000
77081,1,1,39,37,2,0
77082,7,2,43,25,2,4651
77083,7,1,0,4,-1,0
77084,5,2,40,53,2,12000
77085,7,2,41,27,2,7000
77086,7,1,37,19,2,0
77087,7,2,0,0,-1,0
77088,7,2,39,27,2,0
77089,7,1,0,2,-1,0
77090,5,1,39,77,1,71000
77091,4,2,35,85,2,0
77092,1,1,39,74,1,0
77093,1,2,39,72,2,0
77094,4,2,39,75,2,0
77095,7,1,39,51,2,45000
77096,4,1,39,68,1,0
77097,4,2,40,75,2,0
77098,1,1,43,49,2,245000
77099,1,2,39,48,2,63000
77100,6,1,36,38,2,60000
77101,7,1,0,14,-1,0
77102,7,2,0,12,-1,0
77103,7,1,0,12,-1,0
77104,7,1,0,6,-1,0
77105,5,2,36,34,2,12000
77106,1,2,39,50,2,0
77107,1,1,39,57,2,0
77108,7,1,37,30,2,20000
77109,1,1,39,65,2,0
77110,1,2,36,61,2,0
77111,7,2,0,9,-1,0
77112,1,2,35,65,2,0
77113,1,1,35,57,2,0
77114,7,2,34,42,2,0
77115,1,2,35,37,2,0
77116,1,1,37,38,2,40000
77117,7,1,0,13,-1,0
77118,4,2,35,59,2,12000
77119,7,1,39,23,2,29000
77120,7,2,39,24,2,26000
77121,7,2,40,28,2,0
77122,7,1,0,10,-1,0
77123,7,2,0,7,-1,0
77124,7,1,0,2,-1,0
77125,7,2,0,2,-1,0
77126,5,2,39,31,2,30000
77127,5,1,39,32,2,30000
77128,1,1,39,30,2,18000
77129,1,2,39,29,2,0
77130,7,2,0,3,-1,0
77131,7,2,0,1,-1,0
77132,7,2,41,50,2,36796
77133,7,1,39,24,2,420
77134,7,1,38,22,2,440
77135,7,2,39,19,2,6800
77136,5,1,39,53,2,41000
77137,5,1,42,63,2,49000
77138,5,2,42,47,2,0
77139,5,1,40,42,2,61000
77140,7,1,0,5,-1,0
77141,7,2,0,3,-1,0
77142,7,2,40,36,2,0
77143,5,1,34,56,2,8900
77144,4,2,39,70,2,0
77145,1,1,43,39,1,50000
77146,1,2,42,36,2,2018
77147,7,1,0,9,-1,0
77148,7,1,0,6,-1,0
77149,5,1,40,64,1,0
77150,5,1,40,65,1,0
77151,6,1,42,69,1,0
77152,5,2,40,51,2,0
77153,4,2,39,85,2,0
77154,7,1,40,59,1,27000
77155,7,1,44,37,2,60000
77156,1,1,44,62,1,0
77157,1,2,44,61,2,75000
77158,7,1,35,64,2,0
77159,4,2,37,70,2,0
77160,5,1,37,74,2,36000
77161,7,2,40,36,2,41000
77162,1,1,39,75,1,0
77163,1,2,39,74,2,0
77164,7,2,39,32,2,27000
77165,7,2,34,16,-1,0
77166,7,1,0,13,-1,0
77167,7,2,0,7,-1,0
77168,7,1,39,51,2,0
77169,7,2,40,33,2,22000
77170,7,1,0,1,-1,0
77171,5,2,39,72,2,37440
77172,4,2,40,80,2,0
77173,5,2,43,57,2,32000
77174,7,2,43,58,2,0
77175,1,1,43,64,1,0
77176,1,2,42,62,2,22000
77177,7,1,0,11,-1,0
77178,1,1,39,44,2,0
77179,1,2,39,47,2,0
77180,1,1,42,39,2,70000
77181,1,2,42,39,2,0
77182,7,2,0,10,-1,0
77183,7,1,0,8,-1,0
77184,5,2,43,57,2,8000
77185,5,2,43,48,2,21000
77186,7,1,40,20,2,3000
77187,4,2,43,70,2,64000
77188,6,2,42,55,2,38900
77189,7,2,40,23,2,4000
77190,4,2,37,80,2,0
77191,1,1,40,34,-1,48000
77192,2,2,40,31,2,10000
77193,7,2,0,11,-1,0
77194,5,1,40,64,2,0
77195,7,2,42,52,2,56000
77196,1,1,45,37,2,130000
77197,1,2,44,35,2,0
77198,7,2,0,8,-1,0
77199,7,1,0,4,-1,0
77200,1,1,43,32,1,85002
77201,1,2,42,28,2,0
77202,5,1,42,40,1,80000
77203,7,2,0,13,-1,0
77204,7,2,36,61,2,18000
77205,7,2,35,61,2,0
77206,7,1,35,61,2,27000
77207,7,2,40,39,2,25000
77208,7,2,40,65,2,12000
77209,7,1,0,10,-1,0
77210,1,2,39,32,2,1500
77211,1,1,39,34,2,37000
77212,7,1,0,7,-1,0
77213,7,2,0,5,-1,0
77214,1,1,39,28,-1,50000
77215,2,2,39,26,2,15000
77216,7,2,0,6,-1,0
77217,7,1,0,4,-1,0
77218,7,1,39,21,2,15000
77219,6,2,42,64,2,0
77220,1,2,41,53,2,60000
77221,1,1,41,53,1,0
77222,1,1,44,47,2,149090
77223,1,2,44,45,2,25000
77224,7,2,35,15,-1,0
77225,7,1,0,12,-1,0
77226,5,1,40,63,2,0
77227,7,1,35,16,-1,0
77228,7,2,39,38,2,5000
77229,7,1,0,13,-1,0
77230,7,1,40,34,2,400000
77231,1,1,40,58,1,15000
77232,1,2,40,56,2,46000
77233,3,2,39,37,2,32000
77234,1,2,39,23,2,12284
77235,1,1,39,30,2,45000
77236,7,2,0,1,-1,0
77237,5,1,39,56,1,58000
77238,7,1,39,20,2,30000
77239,7,1,0,11,-1,0
77240,7,2,39,30,2,40000
77241,7,2,39,30,2,40000
77242,5,1,39,52,1,5000
77243,7,2,41,27,2,20000
77244,7,1,0,6,-1,0
77245,5,2,41,47,2,12000
77246,4,2,43,59,2,30000
77247,7,1,43,31,2,50000
77248,1,1,31,74,2,0
77249,1,2,31,75,2,0
77250,7,1,0,2,-1,0
77251,1,2,32,36,2,26000
77252,1,1,32,38,2,21500
77253,7,1,0,13,-1,0
77254,7,1,0,12,-1,0
77255,7,1,0,8,-1,0
77256,1,1,40,32,2,44000
77257,1,2,42,28,2,11700
77258,7,1,0,1,-1,0
77259,7,1,39,25,2,14181
77260,7,2,43,22,2,0
77261,1,1,43,51,2,132000
77262,1,2,43,36,2,10000
77263,1,1,34,66,2,100000
77264,1,2,33,63,2,0
77265,1,1,39,38,2,58000
77266,1,2,40,38,2,50000
77267,1,2,43,32,2,35000
77268,1,1,43,36,2,106000
77269,7,1,0,3,-1,0
77270,4,2,34,72,2,5000
77271,1,2,42,47,2,30000
77272,1,1,39,55,2,120000
77273,7,1,40,32,1,85000
77274,7,2,43,30,2,76800
77275,5,1,45,41,2,30002
77276,3,1,33,33,2,30000
77277,7,1,39,29,2,6000
77278,3,1,33,28,2,14000
77279,1,1,44,54,2,160000
77280,1,2,43,59,2,0
77281,7,2,40,34,2,30000
77282,7,2,0,13,-1,0
77283,7,2,40,64,2,0
77284,7,1,32,28,2,24000
77285,7,2,33,21,2,17000
77286,1,1,36,50,2,16500
77287,1,2,39,50,2,24000
77288,7,2,0,11,-1,0
77289,7,1,0,8,-1,0
77290,5,2,39,72,2,0
77291,1,2,43,38,2,65000
77292,1,1,39,37,2,86000
77293,7,2,35,16,-1,0
77294,7,1,0,12,-1,0
77295,1,1,31,26,2,23400
77296,1,2,31,21,2,0
77297,7,1,0,2,-1,0
77298,5,2,44,69,1,0
77299,5,2,39,52,2,0
77300,7,2,34,15,-1,0
77301,5,1,39,38,2,35000
77302,3,2,39,69,2,0
77303,5,1,40,60,2,20000
77304,7,1,39,19,2,25000
77305,1,1,39,30,2,9588
77306,1,2,39,29,2,30000
77307,7,1,39,20,2,15000
77308,7,1,39,30,2,28500
77309,7,2,39,21,2,15000
77310,1,1,33,48,2,35000
77311,1,2,33,42,2,19000
77312,7,1,35,15,-1,0
77313,7,1,0,11,-1,0
77314,7,1,0,11,-1,0
77315,7,1,0,9,-1,0
77316,7,2,0,7,-1,0
77317,4,2,43,74,2,0
77318,3,1,40,78,2,0
77319,3,2,39,24,2,5000
77320,1,2,42,51,2,0
77321,1,1,33,48,2,20000
77322,1,2,34,45,2,0
77323,1,1,36,36,2,22500
77324,7,1,37,18,2,0
77325,7,1,0,11,-1,0
77326,7,1,0,9,-1,0
77327,1,1,39,43,2,16000
77328,1,2,35,34,2,0
77329,7,1,37,21,2,18800
77330,7,2,0,10,-1,0
77331,7,1,0,0,-1,0
77332,1,1,33,72,2,0
77333,1,2,33,71,2,0
77334,1,1,42,45,2,65000
77335,1,2,40,44,2,56000
77336,7,1,40,21,2,10000
77337,7,2,37,18,2,0
77338,1,1,39,27,2,0
77339,1,2,39,27,2,67000
77340,7,1,0,1,-1,0
77341,1,1,34,42,2,20000
77342,1,2,34,39,2,22000
77343,7,1,39,27,2,32000
77344,7,1,39,24,2,0
77345,7,1,33,16,-1,0
77346,7,1,0,10,-1,0
77347,1,1,42,27,2,40000
77348,1,2,40,28,2,35000
77349,7,2,39,39,2,8000
77350,5,1,39,44,2,51000
77351,7,2,35,15,-1,0
77352,7,1,37,18,2,0
77353,1,1,39,43,2,41500
77354,1,2,42,29,2,32000
77355,7,1,0,11,-1,0
77356,1,1,39,65,2,0
77357,1,2,43,64,2,0
77358,1,1,43,33,2,200000
77359,1,2,43,33,2,65000
77360,7,2,0,5,-1,0
77361,4,1,39,65,2,0
77362,1,1,43,71,1,20000
77363,1,2,42,70,2,0
77364,5,1,35,77,2,0
77365,4,2,39,65,2,0
77366,1,2,39,79,2,0
77367,1,1,41,80,2,0
77368,7,1,39,21,2,4000
77369,1,1,43,72,1,16200
77370,1,2,42,69,2,0
77371,7,1,36,18,2,0
77372,1,1,40,43,2,0
77373,1,2,40,43,2,30000
77374,7,2,0,14,-1,0
77375,7,2,40,41,2,21000
77376,7,1,39,19,2,0
77377,7,1,40,17,2,0
77378,1,1,36,80,2,0
77379,1,2,39,67,2,0
77380,7,2,39,22,2,27000
77381,7,1,39,21,2,0
77382,7,2,40,65,2,27000
77383,7,2,40,25,2,20000
77384,4,2,42,77,2,135000
77385,5,2,41,39,2,25000
77386,7,2,0,12,-1,0
77387,1,1,41,52,2,69000
77388,1,2,39,47,2,0
77389,4,2,44,67,2,23500
77390,7,1,40,34,2,58000
77391,5,1,45,58,2,153000
77392,5,2,39,56,2,57500
77393,7,2,39,33,2,30000
77394,7,1,0,0,-1,0
77395,5,2,39,48,2,0
77396,7,1,39,21,2,18000
77397,7,2,36,20,2,36000
77398,4,1,39,50,2,0
77399,1,1,40,35,2,0
77400,1,2,43,35,2,10000
77401,7,1,0,10,-1,0
77402,7,2,0,7,-1,0
77403,7,2,39,61,2,0
77404,6,2,38,33,2,0
77405,4,2,40,63,2,35000
77406,7,2,43,31,2,42000
77407,7,2,0,5,-1,0
77408,7,2,0,4,-1,0
77409,7,1,39,34,2,30000
77410,1,1,40,68,2,30000
77411,1,2,40,62,2,37958
77412,7,1,40,23,2,24000
77413,1,1,43,31,2,150000
77414,1,2,43,31,2,0
77415,7,1,0,1,-1,0
77416,1,2,38,74,2,0
77417,1,1,40,46,2,20000
77418,7,2,38,18,2,10000
77419,1,1,42,50,2,25000
77420,1,2,42,48,2,48000
77421,7,2,39,19,2,15000
77422,7,2,0,14,-1,0
77423,5,2,43,80,2,0
77424,1,1,39,42,2,50000
77425,1,2,39,40,2,96677
77426,7,1,37,16,-1,0
77427,7,1,0,13,-1,0
77428,7,2,0,11,-1,0
77429,7,1,0,5,-1,0
77430,7,1,40,26,2,30000
77431,1,2,43,57,2,0
77432,1,1,40,65,2,0
77433,1,2,40,74,2,0
77434,1,1,46,74,2,0
77435,4,2,44,85,2,0
77436,1,1,40,70,2,32125
77437,1,2,40,52,2,24000
77438,4,2,40,63,2,953
77439,7,1,41,36,2,75000
77440,7,2,43,33,2,55000
77441,1,2,41,56,2,26000
77442,1,1,40,59,2,60000
77443,1,2,41,55,2,0
77444,1,1,39,59,2,0
77445,1,2,43,51,2,17000
77446,1,1,43,50,2,62000
77447,3,2,37,17,2,4271
77448,7,1,36,15,-1,0
77449,7,1,0,11,-1,0
77450,1,1,40,74,1,0
77451,1,2,39,71,2,0
77452,7,2,0,12,-1,0
77453,7,1,0,7,-1,0
77454,2,2,43,30,2,50000
77455,1,1,46,35,-1,126614
77456,1,1,45,68,2,0
77457,1,2,45,67,2,0
77458,7,2,43,56,1,40000
77459,6,1,39,26,2,35000
77460,1,2,40,63,2,0
77461,1,1,39,64,2,50000
77462,7,2,42,22,2,34000
77463,7,1,43,37,2,54000
77464,5,1,43,44,2,70000
77465,5,2,39,33,2,0
77466,7,1,0,12,-1,0
77467,7,1,0,8,-1,0
77468,7,1,0,7,-1,0
77469,7,2,0,4,-1,0
77470,7,2,40,57,2,20000
77471,7,1,39,39,2,33200
77472,7,1,39,21,2,0
77473,1,1,40,63,1,150000
77474,1,2,40,61,1,0
77475,4,2,40,63,1,2411
77476,7,2,40,58,2,9500
77477,4,2,43,85,2,0
77478,1,1,43,64,2,0
77479,1,2,43,63,2,36000
77480,1,1,39,55,2,30000
77481,1,2,39,45,2,68000
77482,7,2,38,17,2,0
77483,7,2,39,25,2,29000
77484,7,2,39,23,1,5000
77485,5,2,42,70,2,0
77486,7,2,42,26,2,20000
77487,7,1,0,6,-1,0
77488,7,2,41,20,2,17000
77489,3,2,43,52,2,0
77490,7,1,36,16,-1,0
77491,7,1,43,24,2,96000
77492,4,2,42,80,2,0
77493,7,1,43,31,2,18000
77494,7,1,40,26,2,16000
77495,1,2,39,63,2,0
77496,1,1,39,68,2,0
77497,1,1,40,46,2,2000
77498,1,2,40,46,2,0
77499,5,2,39,60,2,0
77500,7,1,39,31,2,24000
77501,7,2,45,26,2,92000
77502,7,2,41,61,2,32000
77503,7,2,39,42,2,45000
77504,7,1,39,19,2,30000
77505,7,2,0,13,-1,0
77506,5,1,39,42,2,30000
77507,7,2,37,17,2,10000
77508,7,1,40,33,2,29590
77509,7,2,0,11,-1,0
77510,5,2,39,33,2,48000
77511,5,2,39,57,2,26665
77512,1,1,44,32,1,41600
77513,1,2,40,33,2,72000
77514,7,1,0,13,-1,0
77515,7,1,0,12,-1,0
77516,7,1,0,9,-1,0
77517,7,2,40,21,2,35000
77518,7,2,40,19,2,7000
77519,7,2,40,19,2,15000
77520,1,1,43,31,2,65000
77521,1,2,43,31,2,70002
77522,7,1,39,29,2,2400
77523,6,1,39,27,2,20000
77524,7,1,43,25,2,96000
77525,7,2,39,23,2,26000
77526,1,1,46,80,1,0
77527,1,2,44,78,2,0
77528,7,1,39,57,2,0
77529,1,1,44,70,2,0
77530,1,2,43,70,2,0
77531,1,2,44,34,2,85000
77532,1,1,46,37,2,90000
77533,7,1,0,6,-1,0
77534,7,1,0,3,-1,0
77535,4,1,38,60,2,0
77536,7,1,39,41,2,0
77537,7,2,0,10,-1,0
77538,5,2,40,38,2,42000
77539,7,1,36,16,-1,35000
77540,7,2,38,18,2,26000
77541,1,2,44,57,2,35000
77542,1,1,39,59,2,43000
77543,3,2,40,19,2,3000
77544,5,2,43,51,2,1000
77545,7,1,37,18,2,39000
77546,7,1,36,16,-1,25000
77547,1,1,45,50,2,123000
77548,1,2,43,47,2,40000
77549,7,1,36,18,2,0
77550,7,2,35,15,-1,0
77551,7,2,0,14,-1,0
77552,7,1,0,10,-1,0
77553,7,1,0,8,-1,0
77554,7,2,0,4,-1,0
77555,1,2,43,72,2,0
77556,1,1,41,78,1,0
77557,1,2,43,46,2,53219
77558,1,1,39,51,2,95694
77559,7,2,36,15,-1,0
77560,5,2,41,54,2,30000
77561,5,1,41,56,2,30000
77562,1,1,44,51,1,60000
77563,1,2,40,35,2,50000
77564,5,2,43,56,2,250000
77565,1,2,43,46,2,0
77566,1,1,39,52,2,0
77567,6,1,36,54,2,50000
77568,4,2,39,76,2,0
77569,7,2,39,23,2,11440
77570,7,1,39,23,2,0
77571,7,2,0,4,-1,0
77572,7,2,0,3,-1,0
77573,7,2,39,80,2,0
77574,5,1,36,79,2,0
77575,4,2,40,68,2,0
77576,4,2,39,74,2,0
77577,1,2,41,51,2,0
77578,1,1,42,50,2,61511
77579,7,2,0,14,-1,0
77580,7,1,0,14,-1,0
77581,1,2,44,42,2,74000
77582,1,1,40,44,2,65000
77583,7,1,0,7,-1,0
