,A_MARITL,A_SEX,A_HGA,A_AGE,PEAFEVER,PEARNVAL
150082,7,1,44,53,2,0
150083,7,1,43,21,2,20000
150084,1,2,43,37,2,160000
150085,1,1,43,40,2,100000
150086,7,1,0,7,-1,0
150087,7,2,0,5,-1,0
150088,1,1,43,47,2,161000
150089,1,2,43,49,2,0
150090,1,2,44,43,1,105002
150091,1,1,45,46,2,130002
150092,1,1,39,61,2,42950
150093,1,2,39,65,2,0
150094,1,2,39,48,2,48800
150095,1,1,42,50,2,70000
150096,7,2,37,17,2,3000
150097,7,2,0,13,-1,0
150098,1,1,44,47,2,150000
150099,1,2,43,39,2,105000
150100,7,2,0,13,-1,0
150101,7,1,0,8,-1,0
150102,1,1,43,39,2,109500
150103,1,2,44,39,2,3000
150104,7,2,0,6,-1,0
150105,5,2,39,41,2,54000
150106,7,1,39,19,2,0
150107,7,1,31,50,2,500
150108,7,2,35,50,2,0
150109,1,1,44,38,2,100000
150110,1,2,44,38,2,135000
150111,1,1,46,37,2,225000
150112,1,2,44,37,2,180000
150113,7,1,0,12,-1,0
150114,1,1,44,59,2,200000
150115,1,2,43,56,2,8000
150116,1,1,43,44,2,110000
150117,1,2,40,44,2,0
150118,7,2,34,15,-1,0
150119,1,2,43,59,2,38400
150120,1,1,43,57,2,60000
150121,7,2,37,18,2,0
150122,3,2,43,52,2,110000
150123,7,2,43,23,2,65000
150124,7,1,40,20,2,0
150125,1,1,44,52,2,8112
150126,1,2,36,76,2,62000
150127,7,1,39,20,2,4500
150128,1,2,40,39,2,0
150129,1,1,43,50,2,40000
150130,7,2,0,3,-1,0
150131,7,1,40,24,2,0
150132,7,1,40,19,2,13000
150133,4,1,39,67,2,0
150134,7,1,39,73,2,0
150135,1,2,40,45,2,46000
150136,1,1,35,43,2,22000
150137,7,2,40,21,2,4200
150138,7,1,35,15,-1,0
150139,7,1,0,4,-1,0
150140,1,1,39,58,2,75000
150141,1,2,39,58,2,0
150142,1,1,39,65,2,0
150143,1,2,37,63,2,0
150144,7,2,43,25,2,0
150145,7,1,43,37,2,0
150146,1,2,43,66,2,0
150147,1,1,43,65,2,0
150148,4,2,39,72,2,0
150149,5,2,39,40,2,59000
150150,7,2,36,17,2,0
150151,1,1,46,78,2,140000
150152,1,2,44,78,2,0
150153,7,1,39,73,1,0
150154,7,1,39,70,1,0
150155,5,1,39,71,2,0
150156,1,2,43,54,2,21500
150157,1,1,44,62,2,0
150158,1,2,41,63,2,0
150159,1,1,33,67,2,18000
150160,1,2,41,36,2,70000
150161,1,1,40,37,2,170000
150162,7,1,40,18,2,3600
150163,7,1,36,16,-1,0
150164,7,1,0,2,-1,0
150165,1,1,44,52,1,300000
150166,1,2,43,51,2,0
150167,7,2,34,15,-1,0
150168,7,1,0,13,-1,0
150169,1,1,46,40,2,150000
150170,1,2,46,37,2,86000
150171,7,1,0,0,-1,0
150172,1,1,39,31,2,67000
150173,1,2,39,32,2,27000
150174,7,1,0,12,-1,0
150175,7,1,0,10,-1,0
150176,7,2,0,5,-1,0
150177,1,1,32,63,2,17000
150178,1,2,32,57,2,0
150179,7,2,40,24,2,13000
150180,7,1,37,22,2,1500
150181,7,1,0,14,-1,0
150182,7,2,34,53,2,23500
150183,1,2,40,54,2,72001
150184,1,1,40,54,2,3200
150185,7,1,43,24,2,60000
150186,5,1,44,47,2,250000
150187,5,2,45,53,2,0
150188,6,1,39,33,2,38000
150189,5,2,43,62,2,0
150190,7,2,41,29,2,0
150191,5,2,39,55,2,0
150192,7,1,35,15,-1,0
150193,7,1,39,29,2,0
150194,7,1,43,30,2,80000
150195,7,2,43,30,2,80000
150196,7,2,43,27,2,0
150197,1,1,44,76,2,0
150198,1,2,42,73,2,0
150199,1,2,44,37,2,0
150200,1,1,44,39,2,300000
150201,7,2,0,6,-1,0
150202,7,2,0,2,-1,0
150203,1,1,44,61,2,136000
150204,1,2,44,57,2,63000
150205,1,1,44,45,2,126000
150206,1,2,46,41,2,95000
150207,7,2,0,11,-1,0
150208,1,1,41,36,2,37500
150209,1,2,43,43,2,120000
150210,7,1,0,5,-1,0
150211,1,2,44,59,2,90000
150212,1,1,44,59,2,89500
150213,7,1,36,16,-1,0
150214,7,1,0,1,-1,0
150215,5,2,34,73,2,0
150216,1,1,46,80,2,0
150217,1,2,46,78,2,0
150218,7,2,36,32,2,22001
150219,7,1,37,17,2,0
150220,7,2,35,15,-1,0
150221,7,1,0,14,-1,0
150222,7,1,0,11,-1,0
150223,1,2,41,63,2,0
150224,1,1,44,61,1,0
150225,7,1,35,35,2,25000
150226,1,1,41,46,2,39573
150227,1,2,41,57,2,59000
150228,7,2,40,21,2,0
150229,1,1,43,70,2,0
150230,1,2,43,70,2,0
150231,7,2,39,31,2,94000
150232,7,2,39,30,2,33000
150233,7,1,39,32,2,33000
150234,1,1,42,56,2,25000
150235,1,2,42,53,2,0
150236,7,2,0,12,-1,0
150237,1,1,39,31,2,0
150238,1,2,43,70,2,0
150239,1,1,44,40,2,378000
150240,1,2,44,35,2,0
150241,7,2,0,10,-1,0
150242,7,1,0,7,-1,0
150243,1,1,42,37,2,33000
150244,1,2,42,36,2,62000
150245,7,2,0,11,-1,0
150246,7,2,0,7,-1,0
150247,7,1,42,28,2,0
150248,1,2,44,56,2,21000
150249,1,1,44,55,2,50000
150250,1,1,42,40,2,53000
150251,1,2,42,36,2,21000
150252,7,1,35,16,-1,0
150253,3,2,39,39,2,35000
150254,7,1,43,25,2,1099999
150255,1,1,43,34,2,40000
150256,1,2,43,34,2,0
150257,1,2,40,39,2,39600
150258,1,1,40,40,2,40000
150259,7,2,0,8,-1,0
150260,7,1,0,6,-1,0
150261,7,1,0,4,-1,0
150262,1,2,43,59,2,70000
150263,1,1,43,61,2,0
150264,7,1,40,37,2,33000
150265,1,1,39,34,2,55000
150266,1,2,39,32,2,5000
150267,7,1,0,9,-1,0
150268,7,1,0,7,-1,0
150269,7,1,39,32,2,0
150270,1,1,36,36,2,70002
150271,1,2,39,32,2,24000
150272,7,2,34,16,-1,0
150273,7,2,0,10,-1,0
150274,1,1,39,55,2,43700
150275,1,2,39,52,2,26000
150276,7,2,40,26,2,0
150277,1,1,39,30,2,20000
150278,1,2,39,30,2,29120
150279,7,1,0,13,-1,0
150280,7,1,0,0,-1,0
150281,7,1,36,28,2,3000
150282,7,1,0,4,-1,0
150283,7,1,43,25,2,15000
150284,5,2,35,51,2,0
150285,7,2,36,16,-1,0
150286,1,1,40,52,1,94000
150287,1,2,41,50,2,28000
150288,7,1,40,26,2,4802
150289,7,1,40,21,2,2800
150290,7,1,40,18,2,0
150291,1,1,39,49,2,18200
150292,1,2,39,42,2,3600
150293,1,1,39,67,2,0
150294,1,2,39,67,2,0
150295,5,2,39,49,2,30000
150296,7,1,39,20,2,25000
150297,1,1,39,34,2,46000
150298,1,2,39,33,2,8000
150299,7,2,0,13,-1,0
150300,7,1,0,11,-1,0
150301,7,1,0,7,-1,0
150302,3,1,32,46,2,56000
150303,5,2,44,72,2,0
150304,4,1,44,67,1,0
150305,5,1,40,61,1,24000
150306,5,1,39,41,2,63000
150307,7,1,39,20,2,0
150308,7,2,0,10,-1,0
150309,5,1,39,62,1,109000
150310,7,2,36,37,2,0
150311,4,1,40,78,2,0
150312,5,2,44,75,2,0
150313,7,1,37,45,2,0
150314,7,2,39,16,-1,0
150315,5,2,43,76,2,0
150316,4,2,39,85,2,0
150317,4,2,39,63,2,0
150318,7,1,34,15,-1,0
150319,1,1,40,56,2,80001
150320,1,2,39,53,2,0
150321,7,1,40,34,2,0
150322,7,2,40,21,2,3561
150323,5,1,44,65,2,0
150324,1,1,39,71,2,0
150325,1,2,39,71,2,0
150326,1,1,43,78,1,0
150327,1,2,43,75,2,0
150328,1,1,40,37,2,38000
150329,1,2,43,31,2,44000
150330,7,1,40,29,2,28000
150331,4,2,43,64,2,0
150332,7,1,42,60,2,45000
150333,7,1,40,63,2,30000
150334,5,2,41,66,2,5000
150335,1,1,40,68,2,45000
150336,1,2,43,62,2,50000
150337,7,1,43,31,2,73834
150338,7,2,43,29,2,73818
150339,1,2,44,31,2,65000
150340,1,1,43,31,2,65000
150341,7,1,0,3,-1,0
150342,1,2,43,33,2,66000
150343,1,1,42,33,2,42000
150344,7,1,0,2,-1,0
150345,4,2,43,72,2,-9999
150346,5,2,44,37,2,90000
150347,1,2,40,37,2,11960
150348,1,1,40,42,2,0
150349,7,1,40,21,2,0
150350,7,2,39,19,2,0
150351,7,1,0,14,-1,0
150352,7,1,0,9,-1,0
150353,7,1,0,7,-1,0
150354,7,1,37,18,2,0
150355,7,2,0,0,-1,0
150356,7,1,39,36,2,72000
150357,7,2,0,13,-1,0
150358,7,2,0,12,-1,0
150359,7,1,0,8,-1,0
150360,7,1,0,6,-1,0
150361,7,2,40,32,2,9762
150362,7,2,41,31,2,79522
150363,7,1,0,12,-1,0
150364,7,1,0,10,-1,0
150365,7,1,0,5,-1,0
150366,7,1,0,4,-1,0
150367,7,1,0,3,-1,0
150368,7,2,37,18,2,0
150369,7,1,35,16,-1,0
150370,4,2,40,76,2,0
150371,7,1,37,17,2,0
150372,5,2,40,33,2,31000
150373,7,2,0,14,-1,0
150374,7,2,0,11,-1,0
150375,7,1,0,8,-1,0
150376,1,1,39,48,2,12000
150377,1,2,40,39,2,25000
150378,4,1,40,76,2,0
150379,4,2,44,67,2,0
150380,1,1,31,57,1,0
150381,1,2,40,52,2,0
150382,7,2,0,14,-1,0
150383,7,2,0,13,-1,0
150384,1,1,44,57,2,35000
150385,1,2,44,55,2,85000
150386,5,2,43,65,2,0
150387,4,1,40,76,2,15000
150388,1,2,43,73,2,32800
150389,1,1,43,76,1,0
150390,1,2,41,53,2,25000
150391,1,1,39,42,2,0
150392,7,2,39,20,2,0
150393,7,1,38,18,2,0
150394,1,1,39,55,2,52238
150395,1,2,40,52,2,1000
150396,7,1,42,25,2,16943
150397,5,2,40,66,2,0
150398,7,1,37,42,2,0
150399,4,2,42,67,2,20000
150400,5,1,40,22,2,0
150401,1,2,39,71,2,0
150402,1,1,40,77,1,0
150403,5,1,46,52,2,145000
150404,4,1,44,67,1,26002
150405,5,2,42,67,2,28800
150406,1,1,41,45,1,64000
150407,1,2,42,50,2,68000
150408,7,2,39,22,2,20000
150409,5,1,36,79,1,0
150410,1,2,34,45,2,1500
150411,1,1,33,47,2,25000
150412,7,1,39,18,2,8800
150413,7,1,36,16,-1,0
150414,7,1,0,13,-1,0
150415,5,1,39,71,2,1760
150416,1,1,32,55,2,34000
150417,1,2,32,57,2,0
150418,7,2,35,16,-1,0
150419,5,1,40,51,2,50000
150420,1,2,38,55,2,0
150421,1,1,40,57,2,0
150422,7,1,39,35,2,4100
150423,5,2,37,37,2,0
150424,7,1,39,21,2,0
150425,7,2,39,19,2,0
150426,7,1,35,15,-1,0
150427,7,1,0,7,-1,0
150428,7,2,0,4,-1,0
150429,7,1,40,20,2,32800
150430,7,2,39,53,2,10000
150431,7,1,32,36,2,28000
150432,6,2,40,44,2,60000
150433,7,1,40,27,2,0
150434,7,2,40,22,2,36000
150435,6,2,40,35,2,63000
150436,7,1,0,4,-1,0
150437,1,2,38,70,2,0
150438,1,1,32,61,2,120000
150439,1,1,38,68,2,15600
150440,1,2,38,63,2,0
150441,7,2,36,16,-1,0
150442,7,1,0,14,-1,0
150443,7,1,43,36,2,150000
150444,7,2,43,36,2,60000
150445,5,2,40,72,2,0
150446,7,1,43,51,2,75000
150447,5,1,39,43,2,80000
150448,7,1,37,18,2,3000
150449,7,2,0,10,-1,0
150450,1,2,41,48,2,4900
150451,1,1,43,60,1,0
150452,7,1,39,23,2,10000
150453,7,1,36,16,-1,0
150454,7,2,39,21,2,1800
150455,1,1,39,67,2,0
150456,1,2,39,61,2,30000
150457,1,1,40,54,2,25000
150458,1,2,39,40,2,11270
150459,7,1,35,16,-1,0
150460,7,1,34,15,-1,0
150461,7,1,0,14,-1,0
150462,7,2,0,12,-1,0
150463,7,1,0,11,-1,0
150464,7,2,39,23,2,8400
150465,7,1,0,2,-1,0
150466,1,1,39,45,2,100000
150467,1,2,39,43,2,85000
150468,7,2,0,13,-1,0
150469,4,1,39,68,2,0
150470,1,2,43,41,2,36000
150471,1,1,43,42,2,102000
150472,7,1,40,26,2,0
150473,7,2,0,10,-1,0
150474,7,1,0,9,-1,0
150475,3,2,40,49,2,3270
150476,7,2,35,16,-1,0
150477,7,1,0,9,-1,0
150478,1,2,40,41,2,0
150479,1,1,39,48,2,0
150480,7,1,35,16,-1,0
150481,7,1,0,12,-1,0
150482,7,2,0,10,-1,0
150483,5,2,43,64,2,0
150484,7,2,39,25,2,28300
150485,7,1,0,6,-1,0
150486,7,2,0,1,-1,0
150487,7,2,32,49,2,30000
150488,7,1,38,19,2,0
150489,7,2,0,11,-1,0
150490,1,1,40,34,1,0
150491,1,2,34,36,2,0
150492,5,1,43,78,1,0
150493,5,1,39,68,1,0
150494,7,2,39,48,2,0
150495,1,1,42,76,2,0
150496,1,2,43,76,2,0
150497,1,2,33,55,2,5000
150498,1,1,33,66,2,0
150499,7,2,40,22,2,15000
150500,7,1,40,20,2,21000
150501,7,1,35,15,-1,300
150502,1,1,32,58,2,57000
150503,1,2,32,39,2,0
150504,5,2,42,60,2,45000
150505,7,2,40,27,2,28000
150506,7,1,40,29,2,38000
150507,7,1,40,40,2,55000
150508,7,2,0,10,-1,0
150509,7,1,0,7,-1,0
150510,7,2,42,43,2,100000
150511,7,2,37,48,2,31000
150512,7,1,39,19,2,0
150513,5,2,40,55,2,0
150514,7,1,39,57,2,68000
150515,4,2,33,68,2,53000
150516,7,1,39,50,2,85000
150517,7,2,39,47,2,60000
150518,4,2,37,67,2,0
150519,7,2,41,30,2,31000
150520,5,2,42,56,2,0
150521,4,2,39,77,2,0
150522,5,2,38,54,2,0
150523,5,1,40,58,2,35000
150524,1,1,43,67,2,0
150525,1,2,40,75,2,0
150526,1,2,41,45,2,2000
150527,1,1,39,47,2,80000
150528,7,2,0,14,-1,0
150529,7,2,0,12,-1,0
150530,7,1,0,8,-1,0
150531,4,2,43,85,2,0
150532,7,2,44,51,2,76500
150533,7,2,43,69,2,0
150534,1,2,39,37,2,0
150535,1,1,40,39,2,24800
150536,7,2,0,11,-1,0
150537,7,2,0,8,-1,0
150538,7,1,0,0,-1,0
150539,1,1,40,67,2,0
150540,1,2,39,62,2,3800
150541,5,1,43,62,2,75002
150542,1,1,33,55,2,52000
150543,1,2,33,52,2,20900
150544,1,1,32,57,2,26000
150545,1,2,38,50,2,0
150546,7,1,42,25,2,0
150547,7,2,40,20,2,0
150548,7,1,0,9,-1,0
150549,1,1,40,64,1,42000
150550,1,2,42,58,2,22000
150551,7,1,43,23,2,18000
150552,5,2,39,67,2,0
150553,7,1,40,41,2,100000
150554,7,1,0,13,-1,0
150555,7,2,0,10,-1,0
150556,1,1,43,39,2,130000
150557,1,2,43,36,2,30000
150558,1,1,39,53,2,80000
150559,1,2,33,55,2,0
150560,7,2,39,28,2,20000
150561,1,1,44,29,2,76000
150562,1,2,44,27,2,7000
150563,5,2,43,34,2,77669
150564,7,1,0,4,-1,0
150565,7,1,41,31,2,93000
150566,7,1,0,10,-1,0
150567,7,1,0,4,-1,0
150568,7,2,40,29,2,26000
150569,1,1,44,37,2,90000
150570,1,2,46,34,2,48000
150571,7,1,0,2,-1,0
150572,1,1,44,77,1,0
150573,1,2,40,63,2,0
150574,7,1,44,34,2,120000
150575,1,1,43,56,2,70000
150576,1,2,43,53,2,0
150577,7,2,40,27,2,0
150578,7,1,40,21,2,0
150579,7,1,40,19,2,0
150580,1,1,44,42,2,90000
150581,1,2,43,41,2,25000
150582,7,1,37,17,2,0
150583,7,2,0,13,-1,0
150584,5,1,43,85,2,0
150585,7,1,39,48,2,38000
150586,1,2,40,61,2,0
150587,1,1,39,65,2,60000
150588,7,2,43,25,2,8400
150589,6,2,42,33,2,32000
150590,7,2,0,10,-1,0
150591,1,1,33,64,2,0
150592,1,2,33,63,2,0
150593,7,1,40,31,2,40000
150594,7,1,39,28,2,0
150595,7,2,0,9,-1,0
150596,1,2,46,46,2,200000
150597,1,1,46,56,2,150000
150598,7,1,0,8,-1,0
150599,1,1,40,43,1,150000
150600,1,2,43,39,2,85000
150601,7,1,0,2,-1,0
150602,1,1,39,36,2,60000
150603,1,2,40,35,2,0
150604,7,1,0,12,-1,0
150605,7,2,0,7,-1,0
150606,7,1,0,4,-1,0
150607,7,1,43,26,2,40000
150608,7,1,43,31,2,50000
150609,7,1,40,19,2,0
150610,1,1,39,61,2,40000
150611,1,2,43,59,2,20000
150612,5,2,39,53,2,35000
150613,5,2,40,30,2,0
150614,1,1,33,75,2,0
150615,1,2,33,69,2,0
150616,7,1,39,35,2,15000
150617,7,2,43,36,2,60000
150618,7,1,37,16,-1,0
150619,4,2,34,68,2,0
150620,1,2,36,43,2,0
150621,1,1,33,47,2,38000
150622,7,2,0,12,-1,0
150623,7,1,0,8,-1,0
150624,3,2,37,47,2,22000
150625,1,2,44,37,2,0
150626,1,1,43,35,2,0
150627,1,1,44,47,2,90000
150628,1,2,44,43,2,80000
150629,7,2,38,17,2,0
150630,1,1,39,43,2,36000
150631,1,2,37,41,2,0
150632,7,1,37,17,2,0
150633,7,2,0,5,-1,0
150634,4,1,40,85,1,0
150635,5,2,40,72,2,0
150636,5,1,39,80,2,0
150637,1,1,42,39,-1,54000
150638,2,2,41,40,2,200000
150639,3,1,35,15,-1,0
150640,7,1,0,13,-1,0
150641,7,2,0,12,-1,0
150642,1,2,43,55,2,200000
150643,1,1,40,55,2,95000
150644,1,2,39,35,2,0
150645,1,1,39,40,2,35000
150646,7,1,36,16,-1,0
150647,7,1,0,14,-1,0
150648,7,1,0,9,-1,0
150649,7,1,0,7,-1,0
150650,1,2,44,49,2,90000
150651,1,1,46,47,2,130000
150652,7,2,40,19,2,2002
150653,5,2,39,64,2,39000
150654,5,2,40,71,2,31000
150655,3,2,46,61,2,130000
150656,7,2,40,19,2,1000
150657,4,2,33,85,2,0
150658,7,2,43,63,2,0
150659,1,1,33,53,2,35000
150660,1,2,33,50,2,17438
150661,7,1,39,29,2,18000
150662,7,2,39,19,2,5000
150663,7,2,0,0,-1,0
150664,1,2,34,54,2,20000
150665,1,1,34,50,2,40000
150666,1,2,41,40,2,20000
150667,1,1,41,43,2,50000
150668,7,1,39,19,2,12240
150669,7,2,39,18,2,2300
150670,7,1,36,15,-1,0
150671,1,1,44,64,2,60000
150672,1,2,39,58,2,0
150673,3,2,45,36,2,48000
150674,4,2,39,79,2,0
150675,1,2,39,42,2,30000
150676,1,1,39,37,2,34000
150677,7,1,0,11,-1,0
150678,7,2,0,10,-1,0
150679,5,2,44,61,2,140000
150680,7,2,40,22,2,4000
150681,4,2,39,85,2,0
150682,5,1,39,62,2,0
150683,1,1,33,36,2,55000
150684,1,2,33,37,2,30000
150685,7,2,0,12,-1,0
150686,7,1,0,10,-1,0
150687,5,1,34,56,2,45000
150688,7,2,42,21,2,0
150689,5,2,42,42,2,50000
150690,7,2,39,20,2,30000
150691,4,2,40,80,2,0
150692,1,2,42,54,2,0
150693,1,1,40,55,2,140000
150694,7,1,40,24,2,0
150695,7,1,40,24,2,40000
150696,1,1,32,50,2,70000
150697,1,2,33,35,2,0
150698,7,1,37,30,2,0
150699,7,2,35,30,2,0
150700,7,1,0,3,-1,0
150701,1,1,43,55,2,120000
150702,1,2,43,52,2,50000
150703,7,1,31,17,2,0
150704,1,1,40,41,1,120000
150705,1,2,40,37,2,0
150706,7,1,0,14,-1,0
150707,7,1,0,10,-1,0
150708,7,2,0,5,-1,0
150709,7,2,0,0,-1,0
150710,5,2,40,39,2,70000
150711,7,2,0,14,-1,0
150712,7,2,0,11,-1,0
150713,7,1,44,25,2,100000
150714,7,2,43,26,2,20000
150715,1,1,43,61,2,92000
150716,1,2,39,78,2,0
150717,5,1,42,61,1,39200
150718,7,2,39,19,2,5000
150719,1,1,34,33,2,35000
150720,1,2,33,33,2,15000
150721,7,2,36,16,-1,0
150722,7,1,0,8,-1,0
150723,7,2,0,5,-1,0
150724,5,2,35,69,2,0
150725,6,1,39,47,2,40000
150726,7,2,0,14,-1,0
150727,7,1,0,12,-1,0
150728,1,1,40,61,2,0
150729,1,2,40,63,2,0
150730,1,2,33,45,2,0
150731,1,1,33,45,2,40000
150732,7,2,40,20,2,6700
150733,7,2,40,19,2,10000
150734,7,2,40,19,2,8000
150735,7,1,37,16,-1,0
150736,7,2,40,25,2,12000
150737,7,1,40,24,2,42000
150738,7,1,40,22,2,35000
150739,7,1,43,26,2,57000
150740,1,1,43,31,2,60000
150741,1,2,44,33,2,170000
150742,7,2,0,2,-1,0
150743,7,1,0,0,-1,0
150744,7,1,38,31,2,25000
150745,5,2,39,57,2,0
150746,1,2,34,42,2,10000
150747,1,1,38,57,2,63000
150748,7,2,40,22,2,3000
150749,7,2,39,19,2,0
150750,7,2,0,9,-1,0
150751,3,1,39,43,2,35000
150752,1,1,36,37,2,40000
150753,1,2,38,40,2,0
150754,7,2,38,18,2,0
150755,7,2,36,17,2,0
150756,6,2,40,32,2,30000
150757,7,1,0,12,-1,0
150758,7,2,0,11,-1,0
150759,7,1,0,10,-1,0
150760,7,2,0,8,-1,0
150761,1,1,38,56,2,45000
150762,1,2,38,49,2,0
150763,1,2,40,43,2,0
150764,1,1,40,42,2,170000
150765,7,2,40,19,2,0
150766,7,1,38,17,2,0
150767,7,2,0,12,-1,0
150768,1,2,43,41,2,45000
150769,1,1,43,46,2,85000
150770,7,2,32,17,2,0
150771,7,2,0,12,-1,0
150772,7,1,40,29,2,9000
150773,1,2,43,47,2,100000
150774,1,1,40,45,2,60000
150775,1,1,43,31,1,42000
150776,1,2,44,31,2,200000
150777,7,2,0,6,-1,0
150778,7,1,0,5,-1,0
150779,7,1,0,3,-1,0
150780,1,2,33,52,2,12000
150781,1,1,33,43,2,24000
150782,7,1,40,21,2,0
150783,7,1,38,17,2,2000
150784,7,1,0,13,-1,0
150785,7,1,0,4,-1,0
150786,7,2,40,22,2,34500
150787,7,2,40,19,2,25000
150788,5,2,39,55,2,60000
150789,7,2,0,14,-1,0
150790,5,1,40,46,2,60000
150791,7,2,40,42,2,54000
150792,4,2,39,80,2,0
150793,7,1,36,57,2,0
150794,7,1,37,51,2,25000
150795,7,1,38,37,2,0
150796,7,1,40,53,2,0
150797,4,2,40,80,2,0
150798,1,2,43,37,2,1400
150799,1,1,43,42,2,130000
150800,7,1,0,5,-1,0
150801,7,1,0,3,-1,0
150802,1,2,43,25,2,42000
150803,1,1,43,28,2,52000
150804,7,2,0,1,-1,0
150805,1,1,39,51,2,13000
150806,1,2,39,50,2,0
150807,7,2,37,18,2,1000
150808,1,2,43,42,2,79000
150809,1,1,42,43,2,65000
150810,7,2,0,2,-1,0
150811,1,1,40,51,2,75000
150812,1,2,43,49,2,0
150813,7,1,40,22,2,0
150814,7,2,40,20,2,1400
150815,4,2,40,73,2,0
150816,1,2,43,44,2,0
150817,1,1,45,54,2,98000
150818,7,2,36,16,-1,0
150819,7,2,0,10,-1,0
150820,7,1,0,10,-1,0
150821,1,1,43,75,1,0
150822,1,2,44,72,2,0
150823,1,1,40,65,2,150000
150824,1,2,39,61,2,0
150825,1,2,43,29,2,0
150826,1,1,46,85,2,120002
150827,7,1,0,2,-1,0
150828,1,1,40,37,2,40000
150829,1,2,40,36,2,45000
150830,7,2,0,8,-1,0
150831,7,1,0,3,-1,0
150832,1,1,33,61,2,26000
150833,1,2,33,58,2,0
150834,7,1,39,28,2,0
150835,7,1,37,26,2,30000
150836,7,1,39,19,2,24000
150837,7,2,40,25,2,30000
150838,5,2,41,38,2,52800
150839,7,1,40,21,2,0
150840,7,2,0,14,-1,0
150841,7,2,39,33,2,6000
150842,7,1,0,0,-1,0
150843,5,1,38,37,2,56000
150844,1,1,43,80,2,0
150845,1,2,43,75,2,0
150846,4,2,33,79,2,0
150847,7,1,39,49,2,35000
150848,5,1,39,50,2,12500
150849,3,2,43,34,2,0
150850,7,2,0,2,-1,0
150851,1,2,39,32,2,15000
150852,1,1,39,32,2,3000
150853,7,1,0,2,-1,0
150854,1,2,40,48,2,34000
150855,1,1,43,50,1,84000
150856,7,1,40,26,2,19000
150857,7,1,0,13,-1,0
150858,5,2,42,69,2,5000
150859,4,2,39,85,2,0
150860,7,1,41,54,2,0
150861,7,1,0,12,-1,0
150862,1,2,40,59,2,0
150863,1,1,40,70,1,0
150864,7,2,40,33,2,35000
150865,7,1,0,11,-1,0
150866,7,1,0,6,-1,0
150867,7,1,39,39,2,6000
150868,7,1,39,55,2,40000
150869,7,1,39,27,2,1800
150870,7,2,39,56,2,15001
150871,4,1,40,80,1,0
150872,5,2,39,64,2,18000
150873,7,2,39,24,2,34300
150874,7,1,0,7,-1,0
150875,7,2,0,1,-1,0
150876,1,2,39,85,2,0
150877,1,1,39,85,1,0
150878,7,2,44,52,2,55000
150879,7,1,39,52,2,0
150880,5,2,40,59,2,18000
150881,7,2,40,29,2,39000
150882,7,2,0,7,-1,0
150883,4,1,39,85,1,0
150884,5,1,37,64,2,0
150885,7,1,38,40,2,0
150886,5,1,39,67,1,0
150887,7,2,40,27,2,0
150888,7,1,0,5,-1,0
150889,7,1,0,2,-1,0
150890,1,1,40,61,2,12000
150891,1,2,40,59,2,85000
150892,1,2,43,31,2,111000
150893,1,1,42,41,1,900
150894,7,2,0,7,-1,0
150895,7,2,0,6,-1,0
150896,4,2,39,85,2,0
150897,1,2,37,60,2,0
150898,1,1,39,57,2,52000
150899,7,2,0,13,-1,0
150900,1,2,40,69,2,0
150901,1,1,40,69,2,0
150902,7,2,40,24,2,34500
150903,7,1,0,5,-1,0
150904,7,1,39,27,2,96000
150905,5,1,39,71,2,0
150906,1,1,44,68,2,0
150907,1,2,42,65,2,0
150908,1,1,44,62,2,65000
150909,1,2,44,61,2,58000
150910,1,2,41,54,2,0
150911,1,1,42,56,2,0
150912,1,2,39,60,2,65000
150913,1,1,40,61,2,55000
150914,7,1,42,25,2,30000
150915,1,1,43,62,2,103000
150916,1,2,43,58,2,0
150917,1,1,43,79,1,0
150918,1,2,44,78,2,0
150919,4,2,43,63,2,23000
150920,1,1,41,80,1,0
150921,1,2,39,80,2,0
150922,5,2,39,56,2,0
150923,1,1,43,80,1,0
150924,1,2,43,85,2,0
150925,1,2,40,61,2,40000
150926,1,1,37,59,2,45000
150927,4,2,40,80,2,0
150928,1,1,42,27,1,0
150929,1,2,44,56,2,0
150930,1,2,42,55,2,0
150931,1,1,40,59,2,0
150932,7,1,43,26,2,27000
150933,1,2,43,41,2,66000
150934,1,1,40,47,2,60000
150935,7,1,0,9,-1,0
150936,7,1,0,8,-1,0
150937,1,1,43,45,2,120000
150938,1,2,43,47,2,0
150939,7,2,40,18,2,8000
150940,7,1,35,17,2,0
150941,7,1,0,11,-1,0
150942,1,1,44,64,2,0
150943,1,2,40,60,2,0
150944,1,1,37,58,2,0
150945,1,2,39,51,2,0
150946,4,2,39,54,2,0
150947,7,2,39,26,2,30000
150948,7,1,35,24,2,0
150949,7,2,39,21,2,0
150950,7,2,0,0,-1,0
150951,7,1,40,33,1,30000
150952,5,2,43,63,2,20000
150953,7,1,41,35,2,0
150954,1,2,43,36,2,105000
150955,1,1,43,43,2,0
150956,7,1,0,5,-1,0
150957,7,1,0,3,-1,0
150958,5,2,39,54,2,0
150959,5,1,46,47,2,58000
150960,7,1,0,13,-1,0
150961,1,2,44,26,2,5000
150962,1,1,44,28,2,18000
150963,7,2,0,2,-1,0
150964,7,1,0,1,-1,0
150965,1,2,43,32,2,0
150966,1,1,44,33,2,36000
150967,7,1,0,2,-1,0
150968,1,1,39,74,2,0
150969,1,2,44,67,2,0
150970,7,1,43,42,2,0
